BACIA,AMBIENTE,ANO,TIPO ATIVIDADE,QUANTIDADE ATIVIDADE,UNIDADE DA ATIVIDADE
Recôncavo,TERRA,2028,Recompletação para produção,"129,00",Unidade
Recôncavo,TERRA,2028,Recuperação Ambiental,"0,01",Kilômetro Quadrado
Recôncavo,TERRA,2028,Remoção de instalações associadas à Unidades Produção Terrestres,"1,00",Unidade
Recôncavo,TERRA,2028,Sem Atividade,"0,00",sem unidade
Recôncavo,TERRA,2029,Abandono Permanente,"2,00",Unidade
Recôncavo,TERRA,2029,Coleta - linhas - lançamento (inclui risers),"155,00",Kilômetro
Recôncavo,TERRA,2029,Completação para injeção,"16,00",Unidade
Recôncavo,TERRA,2029,Completação para produção,"34,00",Unidade
Recôncavo,TERRA,2029,Descomissionamento - Arrasamento de poço,"3,00",Unidade
Recôncavo,TERRA,2029,Descomissionamento - desmobilização UEP,"1,00",Unidade
Recôncavo,TERRA,2029,Mudança de método de elevação artificial - poço,"39,00",Unidade
Recôncavo,TERRA,2029,Perfuração - injetor,"16,00",Unidade
Recôncavo,TERRA,2029,Perfuração - produtor,"33,00",Unidade
Recôncavo,TERRA,2029,Recompletação para injeção,"39,00",Unidade
Recôncavo,TERRA,2029,Recompletação para produção,"92,00",Unidade
Recôncavo,TERRA,2029,Recuperação Ambiental,"3,86",Kilômetro Quadrado
Recôncavo,TERRA,2029,Remoção de instalações associadas à Unidades Produção Terrestres,"2,00",Unidade
Recôncavo,TERRA,2029,Sem Atividade,"0,00",sem unidade
Santos,MAR,2025,Abandono Permanente,"1,00",Unidade
Santos,MAR,2025,Coleta - linhas - lançamento (inclui risers),"825,45",Kilômetro
Santos,MAR,2025,Coleta - manifold - instalação,"9,20",Unidade
Santos,MAR,2025,Coleta - sistema de processamento submarino - instalação,"5,63",Unidade
Santos,MAR,2025,Completação para injeção,"17,84",Unidade
Santos,MAR,2025,Completação para produção,"21,56",Unidade
Santos,MAR,2025,Descomissionamento - desmobilização UEP,"3,02",Unidade
Santos,MAR,2025,Descomissionamento - remoção de linhas,"99,09",Kilômetro
Santos,MAR,2025,Escoamento - gasoduto - lançamento,"15,65",Kilômetro
Santos,MAR,2025,Levantamento de Sísmica 3D - Aquisição,"4.637,43",Kilômetro Quadrado
Santos,MAR,2025,Perfuração - injetor,"18,44",Unidade
Santos,MAR,2025,Perfuração - produtor,"18,92",Unidade
Santos,MAR,2025,Recompletação para injeção,"1,00",Unidade
Santos,MAR,2025,Recuperação Ambiental,"11,49",Kilômetro Quadrado
Santos,MAR,2025,Sem Atividade,"0,00",sem unidade
Santos,MAR,2025,UEP - alteração/ampliação/melhorias,"16,00",Unidade
Santos,MAR,2025,UEP - construção,"3,54",Unidade
Santos,MAR,2025,UEP - instalação,"4,62",Unidade
Santos,MAR,2026,Abandono Permanente,"4,00",Unidade
Santos,MAR,2026,Coleta - linhas - lançamento (inclui risers),"534,33",Kilômetro
Santos,MAR,2026,Coleta - sistema de processamento submarino - instalação,"0,76",Unidade
Santos,MAR,2026,Completação para injeção,"13,72",Unidade
Santos,MAR,2026,Completação para outros fins,"1,00",Unidade
Santos,MAR,2026,Completação para produção,"16,85",Unidade
Santos,MAR,2026,Descomissionamento - desmobilização UEP,"2,14",Unidade
Santos,MAR,2026,Descomissionamento - remoção de linhas,"18,81",Kilômetro
Santos,MAR,2026,Elevação Artificial - sistema submarino,"1,00",Unidade
Santos,MAR,2026,Escoamento - gasoduto - lançamento,"18,69",Kilômetro
Santos,MAR,2026,Levantamento de Sísmica 3D - Aquisição,"3.028,56",Kilômetro Quadrado
Santos,MAR,2026,Perfuração - injetor,"12,72",Unidade
Santos,MAR,2026,Perfuração - outro,"11,00",Unidade
Santos,MAR,2026,Perfuração - produtor,"18,35",Unidade
Santos,MAR,2026,Recuperação Ambiental,"14,21",Kilômetro Quadrado
Santos,MAR,2026,Sem Atividade,"0,00",sem unidade
Santos,MAR,2026,UEP - alteração/ampliação/melhorias,"12,95",Unidade
Santos,MAR,2026,UEP - construção,"4,56",Unidade
Santos,MAR,2026,UEP - instalação,"4,01",Unidade
Santos,MAR,2027,Abandono Permanente,"10,02",Unidade
Santos,MAR,2027,Coleta - linhas - lançamento (inclui risers),"535,19",Kilômetro
Santos,MAR,2027,Coleta - sistema de processamento submarino - instalação,"3,79",Unidade
Santos,MAR,2027,Completação para injeção,"16,67",Unidade
Santos,MAR,2027,Completação para produção,"17,97",Unidade
Santos,MAR,2027,Descomissionamento - desmobilização UEP,"2,14",Unidade
Santos,MAR,2027,Descomissionamento - remoção de linhas,"8,84",Kilômetro
Santos,MAR,2027,Levantamento de Sísmica 3D - Aquisição,"1.112,52",Kilômetro Quadrado
Santos,MAR,2027,Perfuração - injetor,"16,24",Unidade
Santos,MAR,2027,Perfuração - outro,"4,00",Unidade
Santos,MAR,2027,Perfuração - produtor,"18,78",Unidade
Santos,MAR,2027,Recuperação Ambiental,"8,02",Kilômetro Quadrado
Santos,MAR,2027,Sem Atividade,"0,00",sem unidade
Santos,MAR,2027,UEP - alteração/ampliação/melhorias,"12,05",Unidade
Santos,MAR,2027,UEP - construção,"2,33",Unidade
Santos,MAR,2027,UEP - instalação,"0,97",Unidade
Santos,MAR,2028,Abandono Permanente,"2,50",Unidade
Santos,MAR,2028,Coleta - linhas - lançamento (inclui risers),"649,69",Kilômetro
Santos,MAR,2028,Coleta - manifold - instalação,"3,36",Unidade
Santos,MAR,2028,Coleta - sistema de processamento submarino - instalação,"0,87",Unidade
Santos,MAR,2028,Completação para injeção,"9,77",Unidade
Santos,MAR,2028,Completação para produção,"20,44",Unidade
Santos,MAR,2028,Descomissionamento - desmobilização UEP,"1,52",Unidade
Santos,MAR,2028,Descomissionamento - remoção de linhas,"0,84",Kilômetro
Santos,MAR,2028,Escoamento - gasoduto - lançamento,"9,17",Kilômetro
Santos,MAR,2028,Levantamento de Sísmica 3D - Aquisição,"3.893,11",Kilômetro Quadrado
Santos,MAR,2028,Perfuração - injetor,"12,33",Unidade
Santos,MAR,2028,Perfuração - produtor,"16,90",Unidade
Santos,MAR,2028,Recuperação Ambiental,"4,31",Kilômetro Quadrado
Santos,MAR,2028,Sem Atividade,"0,00",sem unidade
Santos,MAR,2028,UEP - alteração/ampliação/melhorias,"15,00",Unidade
Santos,MAR,2028,UEP - construção,"2,00",Unidade
Santos,MAR,2028,UEP - instalação,"2,02",Unidade
Santos,MAR,2029,Abandono Permanente,"3,01",Unidade
Santos,MAR,2029,Coleta - linhas - lançamento (inclui risers),"277,18",Kilômetro
Santos,MAR,2029,Coleta - manifold - instalação,"7,18",Unidade
Santos,MAR,2029,Completação para injeção,"9,00",Unidade
Santos,MAR,2029,Completação para produção,"11,60",Unidade
Santos,MAR,2029,Descomissionamento - desmobilização UEP,"2,16",Unidade
Santos,MAR,2029,Descomissionamento - remoção de linhas,"155,99",Kilômetro
Santos,MAR,2029,Escoamento - gasoduto - lançamento,"1,74",Kilômetro
Santos,MAR,2029,Levantamento de Sísmica 3D - Aquisição,"1.380,13",Kilômetro Quadrado
Santos,MAR,2029,Perfuração - injetor,"7,34",Unidade
Santos,MAR,2029,Perfuração - produtor,"13,53",Unidade
Santos,MAR,2029,Recuperação Ambiental,"3,94",Kilômetro Quadrado
Santos,MAR,2029,Sem Atividade,"0,00",sem unidade
Santos,MAR,2029,UEP - alteração/ampliação/melhorias,"9,00",Unidade
Santos,MAR,2029,UEP - construção,"2,70",Unidade
Santos,MAR,2029,UEP - instalação,"0,38",Unidade
Sergipe,MAR,2025,Abandono Permanente,"7,34",Unidade
Sergipe,MAR,2025,Descomissionamento - Arrasamento de poço,"42,00",Unidade
Sergipe,MAR,2025,Descomissionamento - desmobilização UEP,"1,68",Unidade
Sergipe,MAR,2025,Descomissionamento - remoção de linhas,"114,42",Kilômetro
Sergipe,MAR,2025,Sem Atividade,"0,00",sem unidade
Sergipe,MAR,2026,Abandono Permanente,"18,66",Unidade
Sergipe,MAR,2026,Descomissionamento - Arrasamento de poço,"6,00",Unidade
Sergipe,MAR,2026,Descomissionamento - desmobilização UEP,"2,92",Unidade
Sergipe,MAR,2026,Recompletação para produção,"1,00",Unidade
Sergipe,MAR,2026,Sem Atividade,"0,00",sem unidade
Sergipe,MAR,2026,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,MAR,2026,UEP - construção,"2,00",Unidade
Sergipe,MAR,2027,Abandono Permanente,"18,90",Unidade
Sergipe,MAR,2027,Descomissionamento - Arrasamento de poço,"10,00",Unidade
Sergipe,MAR,2027,Descomissionamento - desmobilização UEP,"2,10",Unidade
Sergipe,MAR,2027,Recompletação para produção,"1,00",Unidade
Sergipe,MAR,2027,Sem Atividade,"0,00",sem unidade
Sergipe,MAR,2027,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,MAR,2027,UEP - construção,"2,03",Unidade
Sergipe,MAR,2028,Abandono Permanente,"33,10",Unidade
Sergipe,MAR,2028,Completação para injeção,"0,22",Unidade
Sergipe,MAR,2028,Completação para produção,"3,00",Unidade
Sergipe,MAR,2028,Descomissionamento - Arrasamento de poço,"8,00",Unidade
Sergipe,MAR,2028,Descomissionamento - desmobilização UEP,"1,64",Unidade
Sergipe,MAR,2028,Perfuração - injetor,"1,00",Unidade
Sergipe,MAR,2028,Perfuração - produtor,"2,00",Unidade
Sergipe,MAR,2028,Sem Atividade,"0,00",sem unidade
Sergipe,MAR,2028,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,MAR,2028,UEP - construção,"2,19",Unidade
Sergipe,MAR,2029,Abandono Permanente,"17,00",Unidade
Sergipe,MAR,2029,Coleta - linhas - lançamento (inclui risers),"38,83",Kilômetro
Sergipe,MAR,2029,Completação para injeção,"1,78",Unidade
Sergipe,MAR,2029,Completação para produção,"5,00",Unidade
Sergipe,MAR,2029,Descomissionamento - Arrasamento de poço,"8,00",Unidade
Sergipe,MAR,2029,Descomissionamento - desmobilização UEP,"0,42",Unidade
Sergipe,MAR,2029,Descomissionamento - remoção de linhas,"6,17",Kilômetro
Sergipe,MAR,2029,Perfuração - injetor,"2,56",Unidade
Sergipe,MAR,2029,Perfuração - produtor,"4,00",Unidade
Sergipe,MAR,2029,Sem Atividade,"0,00",sem unidade
Sergipe,MAR,2029,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,MAR,2029,UEP - construção,"2,48",Unidade
Sergipe,TERRA,2025,Abandono Permanente,"47,00",Unidade
Sergipe,TERRA,2025,Coleta - linhas - lançamento (inclui risers),"0,20",Kilômetro
Sergipe,TERRA,2025,Coleta - manifold - instalação,"2,00",Unidade
Sergipe,TERRA,2025,Completação para injeção,"48,00",Unidade
Sergipe,TERRA,2025,Completação para produção,"112,00",Unidade
Sergipe,TERRA,2025,Descomissionamento - Arrasamento de poço,"2,00",Unidade
Sergipe,TERRA,2025,Mudança de método de elevação artificial - poço,"18,00",Unidade
Sergipe,TERRA,2025,Perfuração - injetor,"48,00",Unidade
Sergipe,TERRA,2025,Perfuração - produtor,"112,00",Unidade
Sergipe,TERRA,2025,Recompletação para injeção,"17,00",Unidade
Sergipe,TERRA,2025,Recompletação para produção,"58,00",Unidade
Sergipe,TERRA,2025,Recuperação Ambiental,"0,25",Kilômetro Quadrado
Sergipe,TERRA,2025,Sem Atividade,"0,00",sem unidade
Sergipe,TERRA,2025,Teste de Formação - poço exploratório,"3,00",Unidade
Sergipe,TERRA,2025,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,TERRA,2025,UEP - instalação,"2,00",Unidade
Sergipe,TERRA,2026,Abandono Permanente,"48,00",Unidade
Sergipe,TERRA,2026,Coleta - linhas - lançamento (inclui risers),"0,20",Kilômetro
Sergipe,TERRA,2026,Coleta - manifold - instalação,"2,00",Unidade
Sergipe,TERRA,2026,Completação para injeção,"15,00",Unidade
Sergipe,TERRA,2026,Completação para produção,"63,00",Unidade
Sergipe,TERRA,2026,Mudança de método de elevação artificial - poço,"15,00",Unidade
Sergipe,TERRA,2026,Perfuração - exploratório,"4,00",Unidade
Sergipe,TERRA,2026,Perfuração - injetor,"15,00",Unidade
Sergipe,TERRA,2026,Perfuração - produtor,"63,00",Unidade
Sergipe,TERRA,2026,Recompletação para injeção,"40,00",Unidade
Sergipe,TERRA,2026,Recompletação para produção,"54,00",Unidade
Sergipe,TERRA,2026,Recuperação Ambiental,"0,42",Kilômetro Quadrado
Sergipe,TERRA,2026,Sem Atividade,"0,00",sem unidade
Sergipe,TERRA,2026,Teste de Formação - poço exploratório,"3,00",Unidade
Sergipe,TERRA,2026,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Sergipe,TERRA,2026,UEP - instalação,"2,00",Unidade
Sergipe,TERRA,2027,Abandono Permanente,"53,00",Unidade
Sergipe,TERRA,2027,Coleta - linhas - lançamento (inclui risers),"0,30",Kilômetro
Sergipe,TERRA,2027,Coleta - manifold - instalação,"3,00",Unidade
Sergipe,TERRA,2027,Completação para injeção,"18,00",Unidade
Sergipe,TERRA,2027,Completação para produção,"39,00",Unidade
Sergipe,TERRA,2027,Mudança de método de elevação artificial - poço,"11,00",Unidade
Sergipe,TERRA,2027,Perfuração - exploratório,"6,00",Unidade
Sergipe,TERRA,2027,Perfuração - injetor,"18,00",Unidade
Sergipe,TERRA,2027,Perfuração - produtor,"39,00",Unidade
Sergipe,TERRA,2027,Recompletação para injeção,"11,00",Unidade
Sergipe,TERRA,2027,Recompletação para produção,"36,00",Unidade
Sergipe,TERRA,2027,Recuperação Ambiental,"0,44",Kilômetro Quadrado
Sergipe,TERRA,2027,Sem Atividade,"0,00",sem unidade
Sergipe,TERRA,2027,Teste de Formação - poço exploratório,"1,00",Unidade
Sergipe,TERRA,2027,Teste de Formação - poço explotatório,"3,00",Unidade
Sergipe,TERRA,2027,UEP - instalação,"3,00",Unidade
Sergipe,TERRA,2028,Abandono Permanente,"36,00",Unidade
Sergipe,TERRA,2028,Completação para injeção,"2,00",Unidade
Sergipe,TERRA,2028,Completação para produção,"25,00",Unidade
Sergipe,TERRA,2028,Perfuração - exploratório,"3,00",Unidade
Sergipe,TERRA,2028,Perfuração - injetor,"2,00",Unidade
Sergipe,TERRA,2028,Perfuração - produtor,"25,00",Unidade
Sergipe,TERRA,2028,Recompletação para injeção,"1,00",Unidade
Sergipe,TERRA,2028,Recompletação para produção,"58,00",Unidade
Sergipe,TERRA,2028,Recuperação Ambiental,"0,01",Kilômetro Quadrado
Sergipe,TERRA,2028,Sem Atividade,"0,00",sem unidade
Sergipe,TERRA,2029,Abandono Permanente,"8,00",Unidade
Sergipe,TERRA,2029,Recompletação para injeção,"1,00",Unidade
Sergipe,TERRA,2029,Sem Atividade,"0,00",sem unidade
Solimões,TERRA,2025,Coleta - linhas - lançamento (inclui risers),"15,00",Kilômetro
Solimões,TERRA,2025,Mudança de método de elevação artificial - poço,"2,00",Unidade
Solimões,TERRA,2025,Recompletação para outros fins,"11,00",Unidade
Solimões,TERRA,2025,Recuperação Ambiental,"0,01",Kilômetro Quadrado
Solimões,TERRA,2025,Sem Atividade,"0,00",sem unidade
Solimões,TERRA,2026,Abandono Permanente,"7,32",Unidade
Solimões,TERRA,2026,Coleta - linhas - lançamento (inclui risers),"12,00",Kilômetro
Solimões,TERRA,2026,Coleta - manifold - instalação,"5,00",Unidade
Solimões,TERRA,2026,Completação para produção,"6,00",Unidade
Solimões,TERRA,2026,Descomissionamento - Arrasamento de poço,"6,00",Unidade
Solimões,TERRA,2026,Descomissionamento - remoção de linhas,"42,81",Kilômetro
Solimões,TERRA,2026,Perfuração - produtor,"6,00",Unidade
Solimões,TERRA,2026,Recompletação para outros fins,"6,00",Unidade
Solimões,TERRA,2026,Recuperação Ambiental,"1,02",Kilômetro Quadrado
Solimões,TERRA,2026,Sem Atividade,"0,00",sem unidade
Solimões,TERRA,2026,Teste de Formação - poço explotatório,"4,00",Unidade
Solimões,TERRA,2027,Abandono Permanente,"0,68",Unidade
Solimões,TERRA,2027,Coleta - linhas - lançamento (inclui risers),"3,30",Kilômetro
Solimões,TERRA,2027,Coleta - manifold - instalação,"7,00",Unidade
Solimões,TERRA,2027,Completação para produção,"4,00",Unidade
Solimões,TERRA,2027,Descomissionamento - Arrasamento de poço,"2,00",Unidade
Solimões,TERRA,2027,Perfuração - produtor,"4,30",Unidade
Solimões,TERRA,2027,Recuperação Ambiental,"0,09",Kilômetro Quadrado
Solimões,TERRA,2027,Remoção de instalações associadas à Unidades Produção Terrestres,"1,00",Unidade
Solimões,TERRA,2027,Sem Atividade,"0,00",sem unidade
Solimões,TERRA,2028,Coleta - linhas - lançamento (inclui risers),"4,70",Kilômetro
Solimões,TERRA,2028,Completação para produção,"4,00",Unidade
Solimões,TERRA,2028,Perfuração - produtor,"3,70",Unidade
Solimões,TERRA,2028,Recuperação Ambiental,"0,05",Kilômetro Quadrado
Solimões,TERRA,2028,Sem Atividade,"0,00",sem unidade
Solimões,TERRA,2029,Coleta - linhas - lançamento (inclui risers),"8,00",Kilômetro
Solimões,TERRA,2029,Completação para produção,"2,00",Unidade
Solimões,TERRA,2029,Perfuração - produtor,"2,00",Unidade
Solimões,TERRA,2029,Recuperação Ambiental,"0,03",Kilômetro Quadrado
Solimões,TERRA,2029,Sem Atividade,"0,00",sem unidade
Tucano Sul,TERRA,2025,Abandono Permanente,"1,00",Unidade
Tucano Sul,TERRA,2025,Completação para produção,"1,00",Unidade
Tucano Sul,TERRA,2025,Descomissionamento - Arrasamento de poço,"1,00",Unidade
Tucano Sul,TERRA,2025,Descomissionamento - desmobilização UEP,"4,00",Unidade
Tucano Sul,TERRA,2025,Perfuração - produtor,"1,00",Unidade
Tucano Sul,TERRA,2025,Recompletação para produção,"1,00",Unidade
Tucano Sul,TERRA,2025,Recuperação Ambiental,"0,10",Kilômetro Quadrado
Tucano Sul,TERRA,2025,Sem Atividade,"0,00",sem unidade
Tucano Sul,TERRA,2026,Completação para produção,"1,00",Unidade
Tucano Sul,TERRA,2026,Perfuração - produtor,"1,00",Unidade
Tucano Sul,TERRA,2026,Recompletação para produção,"1,00",Unidade
Tucano Sul,TERRA,2026,Sem Atividade,"0,00",sem unidade
Tucano Sul,TERRA,2027,Abandono Permanente,"1,00",Unidade
Tucano Sul,TERRA,2027,Descomissionamento - Arrasamento de poço,"1,00",Unidade
Tucano Sul,TERRA,2027,Recompletação para produção,"1,00",Unidade
Tucano Sul,TERRA,2027,Recuperação Ambiental,"1,00",Kilômetro Quadrado
Tucano Sul,TERRA,2027,Sem Atividade,"0,00",sem unidade
Tucano Sul,TERRA,2027,UEP - alteração/ampliação/melhorias,"1,00",Unidade
Tucano Sul,TERRA,2028,Sem Atividade,"0,00",sem unidade
Tucano Sul,TERRA,2029,Sem Atividade,"0,00",sem unidade
